Final Cal/103FIN.EXE	/Users/<user>/Downloads/LC103/Final Cal/103FIN.EXE	MS-DOS executable, NE for MS Windows 3.x (EXE) 	Final_Cal_103FIN_EXE	ok
Final Cal/LVDEVICE.DLL	/Users/<user>/Downloads/LC103/Final Cal/LVDEVICE.DLL	MS-DOS executable, NE for MS Windows 3.x (DLL or font) 	Final_Cal_LVDEVICE_DLL	ok
Final Cal/nidaq.dll	/Users/<user>/Downloads/LC103/Final Cal/nidaq.dll	PE32 executable (DLL) (GUI) Intel 80386, for MS Windows 	Final_Cal_nidaq_dll	ok
nidaq32/nidaq32.dll	/Users/<user>/Downloads/LC103/nidaq32/nidaq32.dll	PE32 executable (DLL) (GUI) Intel 80386, for MS Windows 	nidaq32_nidaq32_dll	ok
