Final Cal/nidaq.dll	/Users/<user>/Downloads/LC103/Final Cal/nidaq.dll	Final_Cal_nidaq_dll	warn
nidaq32/nidaq32.dll	/Users/<user>/Downloads/LC103/nidaq32/nidaq32.dll	nidaq32_nidaq32_dll	warn
