jump_site	mnemonic	target	ops
0x19DAE	ljmp	0x19F15	0x19f15
0x19DCD	jz	0x19DD1	0x19dd1
0x19DCF	jnc	0x19DD8	0x19dd8
0x19DD6	sjmp	0x19E44	0x19e44
0x19DF1	jz	0x19DF5	0x19df5
0x19DF3	jnc	0x19DFC	0x19dfc
0x19DFA	sjmp	0x19E44	0x19e44
0x19E15	jz	0x19E19	0x19e19
0x19E17	jnc	0x19E21	0x19e21
0x19E1F	sjmp	0x19E44	0x19e44
0x19E3A	jz	0x19E3E	0x19e3e
0x19E3C	jnc	0x19E44	0x19e44
0x19E5D	jz	0x19E6D	0x19e6d
0x19E5F	jc	0x19E6D	0x19e6d
0x19E67	jc	0x19E09	0x19e09
0x19E6B	sjmp	0x19EC0	0x19ec0
0x19EC3	sjmp	0x19F15	0x19f15
0x19ED5	sjmp	0x19F15	0x19f15
0x19EEC	jnz	0x19EE3	0x19ee3
0x19EF5	jnb	0x00026	0x26.0, 0x19f0f                      ; [0x26:1]=0
0x19F42	jnc	0x19F4B	0x19f4b
0x19F48	jnb	0x19FA9	acc.0, 0x19fa9                       ; [0xe0:1]=0
0x19F6D	jz	0x19F8E	0x19f8e
0x19F6F	jc	0x19F8E	0x19f8e
0x19F8C	sjmp	0x19FA9	0x19fa9
0x19FEB	jnc	0x19FFA	0x19ffa
0x19FF7	ljmp	0x1A0AE	0x1a0ae
0x1A003	ajmp	0x1A240	0x1a240
0x1A068	djnz	0x1A063	r0, 0x1a063
0x1A0B6	jz	0x1A11D	0x1a11d
0x1A0B9	jnz	0x1A0BE	0x1a0be
0x1A0BB	ljmp	0x1A141	0x1a141
0x1A0BF	jnz	0x1A0C4	0x1a0c4
0x1A0C1	ljmp	0x1A165	0x1a165
0x1A0C6	jz	0x1A0CB	0x1a0cb
0x1A0C8	ljmp	0x1A1A6	0x1a1a6
0x1A0EA	jz	0x1A0EE	0x1a0ee
0x1A0EC	jnc	0x1A0F8	0x1a0f8
0x1A11A	ljmp	0x1A1A6	0x1a1a6
0x1A13F	sjmp	0x1A1A6	0x1a1a6
0x1A163	sjmp	0x1A1A6	0x1a1a6
0x1A1C2	jnc	0x1A1CE	0x1a1ce
0x1A229	jnb	0x00021	0x21.0, 0x1a231                      ; [0x21:1]=0
0x1A235	jnb	0x1A24E	acc.2, 0x1a24e                       ; [0xe0:1]=0
0x1A23C	jnb	0x1A244	acc.2, 0x1a244                       ; [0xe0:1]=0
0x1A242	sjmp	0x1A238	0x1a238
0x1A251	jnb	0x00026	0x26.0, 0x1a257                      ; [0x26:1]=0
0x1A254	ljmp	0x1A31B	0x1a31b
0x1A266	jz	0x1A287	0x1a287
0x1A269	jz	0x1A29F	0x1a29f
0x1A26D	jnz	0x1A2B5	0x1a2b5
0x1A285	sjmp	0x1A2B5	0x1a2b5
0x1A29D	sjmp	0x1A2B5	0x1a2b5
0x1A304	cjne	0x1A316	a, r6, 0x1a316                       ; [0x6:1]=0
0x1A309	cjne	0x1A316	a, r7, 0x1a316                       ; [0x7:1]=0
0x1A314	sjmp	0x1A31B	0x1a31b
0x1A31B	jnb	0x00026	0x26.0, 0x1a36c                      ; [0x26:1]=0
0x1A334	jnz	0x1A338	0x1a338
0x1A338	jz	0x1A33F	0x1a33f
0x1A33F	jnb	0x00025	0x25.5, 0x1a347                      ; [0x25:1]=0
0x1A34B	jnb	0x1A364	acc.2, 0x1a364                       ; [0xe0:1]=0
0x1A352	jnb	0x1A35A	acc.2, 0x1a35a                       ; [0xe0:1]=0
0x1A358	sjmp	0x1A34E	0x1a34e
0x1A370	jnz	0x1A376	0x1a376
0x1A376	jz	0x1A37B	0x1a37b
0x1A378	ljmp	0x1A4FB	0x1a4fb
0x1A382	jz	0x1A3B1	0x1a3b1
0x1A38F	jnc	0x1A3B1	0x1a3b1
0x1A3CC	jc	0x1A3D1	0x1a3d1
0x1A3CE	ljmp	0x1A4B5	0x1a4b5
0x1A3E4	jnz	0x1A415	0x1a415
0x1A3E8	jz	0x1A3FD	0x1a3fd
0x1A3EB	jz	0x1A409	0x1a409
0x1A3EF	jnz	0x1A415	0x1a415
0x1A3FB	sjmp	0x1A426	0x1a426
0x1A407	sjmp	0x1A426	0x1a426
0x1A413	sjmp	0x1A426	0x1a426
0x1A463	jnz	0x1A4A1	0x1a4a1
0x1A467	jz	0x1A481	0x1a481
0x1A46A	jz	0x1A492	0x1a492
0x1A46E	jnz	0x1A4A1	0x1a4a1
0x1A47F	sjmp	0x1A4A1	0x1a4a1
0x1A490	sjmp	0x1A4A1	0x1a4a1
0x1A4AA	jnz	0x1A4B2	0x1a4b2
0x1A4B2	ljmp	0x1A3BF	0x1a3bf
0x1A4C1	cjne	0x1A4F1	a, r6, 0x1a4f1                       ; [0x6:1]=0
0x1A4C6	cjne	0x1A4F1	a, r7, 0x1a4f1                       ; [0x7:1]=0
0x1A4D5	cjne	0x1A4F1	a, r6, 0x1a4f1                       ; [0x6:1]=0
0x1A4DA	cjne	0x1A4F1	a, r7, 0x1a4f1                       ; [0x7:1]=0
0x1A4EA	jnz	0x1A4EF	0x1a4ef
0x1A4EF	jz	0x1A4FB	0x1a4fb
0x1A4FF	jnb	0x1A515	acc.2, 0x1a515                       ; [0xe0:1]=0
0x1A506	jnb	0x1A50E	acc.2, 0x1a50e                       ; [0xe0:1]=0
0x1A50C	sjmp	0x1A502	0x1a502
0x1A566	jz	0x1A56A	0x1a56a
0x1A568	jnc	0x1A56D	0x1a56d
0x1A56A	ljmp	0x1A990	0x1a990
0x1A586	jz	0x1A5D7	0x1a5d7
0x1A588	jc	0x1A5D7	0x1a5d7
0x1A5D4	ljmp	0x1A867	0x1a867
0x1A5F0	jz	0x1A652	0x1a652
0x1A5F2	jc	0x1A652	0x1a652
0x1A64F	ljmp	0x1A867	0x1a867
0x1A66B	jz	0x1A6E8	0x1a6e8
0x1A66D	jc	0x1A6E8	0x1a6e8
0x1A6E5	ljmp	0x1A867	0x1a867
0x1A701	jz	0x1A77B	0x1a77b
0x1A703	jc	0x1A77B	0x1a77b
0x1A778	ljmp	0x1A867	0x1a867
0x1A794	jz	0x1A810	0x1a810
0x1A796	jc	0x1A810	0x1a810
0x1A80E	sjmp	0x1A867	0x1a867
0x1A887	jnc	0x1A88C	0x1a88c
0x1A889	ljmp	0x1A9CB	0x1a9cb
0x1A8BD	jnc	0x1A8D4	0x1a8d4
0x1A8D2	sjmp	0x1A8AA	0x1a8aa
0x1A8F9	jnc	0x1A93B	0x1a93b
0x1A939	sjmp	0x1A8DC	0x1a8dc
0x1A964	jnc	0x1A98B	0x1a98b
0x1A989	sjmp	0x1A951	0x1a951
0x1A98E	sjmp	0x1A9CB	0x1a9cb
0x1AA0F	jnc	0x1AA25	0x1aa25
0x1AA23	sjmp	0x1A9F5	0x1a9f5
0x1AA6B	jz	0x1AAE9	0x1aae9
0x1AA6D	jc	0x1AAE9	0x1aae9
0x1AAAC	jz	0x1AAD1	0x1aad1
0x1AAAE	jc	0x1AAD1	0x1aad1
0x1AACF	sjmp	0x1AADB	0x1aadb
0x1AB02	jz	0x1AB43	0x1ab43
0x1AB04	jc	0x1AB43	0x1ab43
0x1AB1F	jz	0x1AB23	0x1ab23
0x1AB21	jnc	0x1AB26	0x1ab26
0x1AB23	ljmp	0x1ABA7	0x1aba7
0x1AB3F	jz	0x1AB43	0x1ab43
0x1AB41	jnc	0x1ABA7	0x1aba7
0x1AB78	jz	0x1AB9D	0x1ab9d
0x1AB7A	jc	0x1AB9D	0x1ab9d
0x1AB9B	sjmp	0x1ABA7	0x1aba7
0x1ABF6	jz	0x1AC04	0x1ac04
0x1ABF8	jc	0x1AC04	0x1ac04
0x1AC1D	jnc	0x1AC29	0x1ac29
0x1AC42	jc	0x1AC69	0x1ac69
0x1AC5D	jnc	0x1AC69	0x1ac69
0x1AC82	jz	0x1AC86	0x1ac86
0x1AC84	jnc	0x1ACAB	0x1acab
0x1AC9F	jc	0x1ACAB	0x1acab
0x1AD3A	jnc	0x1AD3F	0x1ad3f
0x1AD3C	ljmp	0x1AE54	0x1ae54
0x1AD76	jc	0x1AD7B	0x1ad7b
0x1AD78	ljmp	0x1AE54	0x1ae54
0x1AD99	jnc	0x1AD8A	0x1ad8a
0x1ADBA	jnc	0x1ADBF	0x1adbf
0x1ADBC	ljmp	0x1AE4F	0x1ae4f
0x1ADCD	jc	0x1AE24	0x1ae24
0x1AE02	jz	0x1AE54	0x1ae54
0x1AE04	jc	0x1AE54	0x1ae54
0x1AE22	sjmp	0x1AE54	0x1ae54
0x1AE4D	sjmp	0x1AE54	0x1ae54
0x1AE62	jnc	0x1AE67	0x1ae67
0x1AE64	ljmp	0x1AD2B	0x1ad2b
0x1AE92	jnc	0x1AE97	0x1ae97
0x1AE94	ljmp	0x1AF29	0x1af29
0x1AECE	jz	0x1AED2	0x1aed2
0x1AED0	jnc	0x1AF29	0x1af29
0x1AF01	jc	0x1AF24	0x1af24
0x1AF22	sjmp	0x1AF29	0x1af29
0x1AF37	jnc	0x1AF3C	0x1af3c
0x1AF39	ljmp	0x1AE83	0x1ae83
0x1AFB9	jb	0x00026	0x26.0, 0x1afbf                      ; [0x26:1]=0
0x1AFBC	ljmp	0x1B0E4	0x1b0e4
0x1AFC2	jnb	0x00023	0x23.0, 0x1afc8                      ; [0x23:1]=0
0x1AFC5	ljmp	0x1B0D7	0x1b0d7
0x1AFCF	jnz	0x1AFD5	0x1afd5
0x1AFD5	jnz	0x1B030	0x1b030
0x1AFDA	jnb	0x00025	0x25.3, 0x1afee                      ; [0x25:1]=0
0x1AFEC	sjmp	0x1AFFD	0x1affd
0x1B02E	sjmp	0x1B082	0x1b082
0x1B034	jnz	0x1B03A	0x1b03a
0x1B03A	jnz	0x1B082	0x1b082
0x1B085	jnb	0x00023	0x23.2, 0x1b0a1                      ; [0x23:1]=0
0x1B09F	sjmp	0x1B0D4	0x1b0d4
0x1B0A1	jnb	0x00023	0x23.3, 0x1b0bd                      ; [0x23:1]=0
0x1B0BB	sjmp	0x1B0D4	0x1b0d4
0x1B0EF	jnb	0x1B0F5	acc.1, 0x1b0f5                       ; [0xe0:1]=0
0x1B1B8	jc	0x1B1BD	0x1b1bd
0x1B1C6	jnc	0x1B1CA	0x1b1ca
0x1B1FA	jnc	0x1B21E	0x1b21e
0x1B21C	sjmp	0x1B1CF	0x1b1cf
0x1B24A	jnz	0x1B2A9	0x1b2a9
0x1B24E	jz	0x1B267	0x1b267
0x1B251	jz	0x1B278	0x1b278
0x1B254	jz	0x1B289	0x1b289
0x1B257	jz	0x1B29A	0x1b29a
0x1B25B	jnz	0x1B2A9	0x1b2a9
0x1B265	sjmp	0x1B2A9	0x1b2a9
0x1B276	sjmp	0x1B2A9	0x1b2a9
0x1B287	sjmp	0x1B2A9	0x1b2a9
0x1B298	sjmp	0x1B2A9	0x1b2a9
0x1B2B0	cjne	0x00001	a, #0x01, 0x1b2ca
0x1B2DC	jnc	0x1B2FA	0x1b2fa
0x1B2F8	sjmp	0x1B2CA	0x1b2ca
0x1B33D	jz	0x1B355	0x1b355
0x1B383	ajmp	0x1B240	0x1b240
0x1B3FF	jz	0x1B403	0x1b403
0x1B401	jnc	0x1B406	0x1b406
0x1B403	ljmp	0x1B4DF	0x1b4df
0x1B41F	ajmp	0x1B240	0x1b240
0x1B49E	jz	0x1B4DF	0x1b4df
0x1B4A0	jc	0x1B4DF	0x1b4df
0x1B4BB	jnc	0x1B4DF	0x1b4df
0x1B505	jz	0x1B51D	0x1b51d
0x1B559	jnc	0x1B55E	0x1b55e
0x1B55B	ljmp	0x1B68D	0x1b68d
0x1B599	jz	0x1B5C9	0x1b5c9
0x1B59B	jc	0x1B5C9	0x1b5c9
0x1B5C6	ljmp	0x1B65B	0x1b65b
0x1B5E2	jz	0x1B620	0x1b620
0x1B5E4	jc	0x1B620	0x1b620
0x1B61E	sjmp	0x1B65B	0x1b65b
0x1B68A	ljmp	0x1BAE1	0x1bae1
0x1B6A6	jnc	0x1B6AB	0x1b6ab
0x1B6A8	ljmp	0x1B7D7	0x1b7d7
0x1B6E6	jz	0x1B716	0x1b716
0x1B6E8	jc	0x1B716	0x1b716
0x1B713	ljmp	0x1B7A5	0x1b7a5
0x1B72F	jz	0x1B76A	0x1b76a
0x1B731	jc	0x1B76A	0x1b76a
0x1B768	sjmp	0x1B7A5	0x1b7a5
0x1B7D4	ljmp	0x1BAE1	0x1bae1
0x1B7F0	jnc	0x1B7F5	0x1b7f5
0x1B7F2	ljmp	0x1B924	0x1b924
0x1B830	jz	0x1B860	0x1b860
0x1B832	jc	0x1B860	0x1b860
0x1B85D	ljmp	0x1B8F2	0x1b8f2
0x1B879	jz	0x1B8B7	0x1b8b7
0x1B87B	jc	0x1B8B7	0x1b8b7
0x1B8B5	sjmp	0x1B8F2	0x1b8f2
0x1B921	ljmp	0x1BAE1	0x1bae1
0x1B93D	jnc	0x1B942	0x1b942
0x1B93F	ljmp	0x1BA6D	0x1ba6d
0x1B97D	jz	0x1B9AD	0x1b9ad
0x1B97F	jc	0x1B9AD	0x1b9ad
0x1B9AA	ljmp	0x1BA3C	0x1ba3c
0x1B9C6	jz	0x1BA01	0x1ba01
0x1B9C8	jc	0x1BA01	0x1ba01
0x1B9FF	sjmp	0x1BA3C	0x1ba3c
0x1BA6B	sjmp	0x1BAE1	0x1bae1
0x1BAE9	jz	0x1BAEE	0x1baee
0x1BAEB	ljmp	0x1BB7C	0x1bb7c
0x1BB42	jnz	0x1BB62	0x1bb62
0x1BC1D	jz	0x1BC24	0x1bc24
0x1BC1F	jc	0x1BC24	0x1bc24
0x1BC21	ljmp	0x1C895	0x1c895
0x1BC3D	jz	0x1BC44	0x1bc44
0x1BC3F	jc	0x1BC44	0x1bc44
0x1BC41	ljmp	0x1C895	0x1c895
0x1BC60	jc	0x1BCC5	0x1bcc5
0x1BC7E	jc	0x1BCB5	0x1bcb5
0x1BCB3	sjmp	0x1BCBF	0x1bcbf
0x1BCC2	ljmp	0x1C88F	0x1c88f
0x1BCDE	jnc	0x1BCE3	0x1bce3
0x1BCE0	ljmp	0x1BD6D	0x1bd6d
0x1BCFF	jc	0x1BD36	0x1bd36
0x1BD34	sjmp	0x1BD67	0x1bd67
0x1BD4F	jc	0x1BD5D	0x1bd5d
0x1BD5B	sjmp	0x1BD67	0x1bd67
0x1BD65	sjmp	0x1BD67	0x1bd67
0x1BD6A	ljmp	0x1C88F	0x1c88f
0x1BD86	jnc	0x1BD8B	0x1bd8b
0x1BD88	ljmp	0x1BE3C	0x1be3c
0x1BDA7	jc	0x1BDDE	0x1bdde
0x1BDDC	sjmp	0x1BE36	0x1be36
0x1BDF7	jc	0x1BE05	0x1be05
0x1BE03	sjmp	0x1BE36	0x1be36
0x1BE1E	jc	0x1BE2C	0x1be2c
0x1BE28	sjmp	0x1BE2A	0x1be2a
0x1BE2A	sjmp	0x1BE36	0x1be36
0x1BE39	ljmp	0x1C88F	0x1c88f
0x1BE55	jnc	0x1BE5A	0x1be5a
0x1BE57	ljmp	0x1BF0B	0x1bf0b
0x1BE76	jc	0x1BEAD	0x1bead
0x1BEAB	sjmp	0x1BF05	0x1bf05
0x1BEC6	jc	0x1BED4	0x1bed4
0x1BED2	sjmp	0x1BF05	0x1bf05
0x1BEED	jc	0x1BEFB	0x1befb
0x1BEF7	sjmp	0x1BEF9	0x1bef9
0x1BEF9	sjmp	0x1BF05	0x1bf05
0x1BF08	ljmp	0x1C88F	0x1c88f
0x1BF24	jnc	0x1BF29	0x1bf29
0x1BF26	ljmp	0x1BFDA	0x1bfda
0x1BF45	jc	0x1BF7C	0x1bf7c
0x1BF7A	sjmp	0x1BFD4	0x1bfd4
0x1BF95	jc	0x1BFA3	0x1bfa3
0x1BF9F	sjmp	0x1BFA1	0x1bfa1
0x1BFA1	sjmp	0x1BFD4	0x1bfd4
0x1BFBC	jc	0x1BFCA	0x1bfca
0x1BFC8	sjmp	0x1BFD4	0x1bfd4
0x1BFD7	ljmp	0x1C88F	0x1c88f
0x1BFF3	jnc	0x1BFF8	0x1bff8
0x1BFF5	ljmp	0x1C0F9	0x1c0f9
0x1C014	jc	0x1C04C	0x1c04c
0x1C049	ljmp	0x1C0F3	0x1c0f3
0x1C065	jc	0x1C074	0x1c074
0x1C071	ljmp	0x1C0F3	0x1c0f3
0x1C08D	jc	0x1C09B	0x1c09b
0x1C097	sjmp	0x1C099	0x1c099
0x1C099	sjmp	0x1C0F3	0x1c0f3
0x1C0B4	jc	0x1C0C2	0x1c0c2
0x1C0BE	sjmp	0x1C0C0	0x1c0c0
0x1C0C0	sjmp	0x1C0F3	0x1c0f3
0x1C0DB	jc	0x1C0E9	0x1c0e9
0x1C0E7	sjmp	0x1C0F3	0x1c0f3
0x1C0F6	ljmp	0x1C88F	0x1c88f
0x1C112	jnc	0x1C117	0x1c117
0x1C114	ljmp	0x1C218	0x1c218
0x1C133	jc	0x1C16B	0x1c16b
0x1C168	ljmp	0x1C212	0x1c212
0x1C184	jc	0x1C193	0x1c193
0x1C190	ljmp	0x1C212	0x1c212
0x1C1AC	jc	0x1C1BA	0x1c1ba
0x1C1B6	sjmp	0x1C1B8	0x1c1b8
0x1C1B8	sjmp	0x1C212	0x1c212
0x1C1D3	jc	0x1C1E1	0x1c1e1
0x1C1DF	sjmp	0x1C212	0x1c212
0x1C1FA	jc	0x1C208	0x1c208
0x1C206	sjmp	0x1C212	0x1c212
0x1C215	ljmp	0x1C88F	0x1c88f
0x1C231	jnc	0x1C236	0x1c236
0x1C233	ljmp	0x1C35F	0x1c35f
0x1C252	jc	0x1C28A	0x1c28a
0x1C287	ljmp	0x1C359	0x1c359
0x1C2A3	jc	0x1C2B2	0x1c2b2
0x1C2AF	ljmp	0x1C359	0x1c359
0x1C2CB	jc	0x1C2DA	0x1c2da
0x1C2D7	ljmp	0x1C359	0x1c359
0x1C2F3	jc	0x1C301	0x1c301
0x1C2FF	sjmp	0x1C359	0x1c359
0x1C31A	jc	0x1C328	0x1c328
0x1C326	sjmp	0x1C359	0x1c359
0x1C341	jc	0x1C34F	0x1c34f
0x1C34D	sjmp	0x1C359	0x1c359
0x1C35C	ljmp	0x1C88F	0x1c88f
0x1C378	jnc	0x1C37D	0x1c37d
0x1C37A	ljmp	0x1C47D	0x1c47d
0x1C399	jc	0x1C3A8	0x1c3a8
0x1C3A5	ljmp	0x1C477	0x1c477
0x1C3C1	jc	0x1C3D0	0x1c3d0
0x1C3CD	ljmp	0x1C477	0x1c477
0x1C3E9	jc	0x1C3F8	0x1c3f8
0x1C3F5	ljmp	0x1C477	0x1c477
0x1C411	jc	0x1C41F	0x1c41f
0x1C41D	sjmp	0x1C477	0x1c477
0x1C438	jc	0x1C446	0x1c446
0x1C444	sjmp	0x1C477	0x1c477
0x1C45F	jc	0x1C46D	0x1c46d
0x1C46B	sjmp	0x1C477	0x1c477
0x1C47A	ljmp	0x1C88F	0x1c88f
0x1C496	jnc	0x1C49B	0x1c49b
0x1C498	ljmp	0x1C573	0x1c573
0x1C4B7	jc	0x1C4C6	0x1c4c6
0x1C4C1	sjmp	0x1C4C3	0x1c4c3
0x1C4C3	ljmp	0x1C56D	0x1c56d
0x1C4DF	jc	0x1C4EE	0x1c4ee
0x1C4EB	ljmp	0x1C56D	0x1c56d
0x1C507	jc	0x1C515	0x1c515
0x1C513	sjmp	0x1C56D	0x1c56d
0x1C52E	jc	0x1C53C	0x1c53c
0x1C53A	sjmp	0x1C56D	0x1c56d
0x1C555	jc	0x1C563	0x1c563
0x1C561	sjmp	0x1C56D	0x1c56d
0x1C570	ljmp	0x1C88F	0x1c88f
0x1C58C	jnc	0x1C591	0x1c591
0x1C58E	ljmp	0x1C669	0x1c669
0x1C5AD	jc	0x1C5BC	0x1c5bc
0x1C5B9	ljmp	0x1C663	0x1c663
0x1C5D5	jc	0x1C5E4	0x1c5e4
0x1C5E1	ljmp	0x1C663	0x1c663
0x1C5FD	jc	0x1C60B	0x1c60b
0x1C609	sjmp	0x1C663	0x1c663
0x1C624	jc	0x1C632	0x1c632
0x1C630	sjmp	0x1C663	0x1c663
0x1C64B	jc	0x1C659	0x1c659
0x1C657	sjmp	0x1C663	0x1c663
0x1C666	ljmp	0x1C88F	0x1c88f
0x1C682	jnc	0x1C687	0x1c687
0x1C684	ljmp	0x1C737	0x1c737
0x1C6A3	jc	0x1C6B2	0x1c6b2
0x1C6AF	ljmp	0x1C731	0x1c731
0x1C6CB	jc	0x1C6D9	0x1c6d9
0x1C6D7	sjmp	0x1C731	0x1c731
0x1C6F2	jc	0x1C700	0x1c700
0x1C6FE	sjmp	0x1C731	0x1c731
0x1C719	jc	0x1C727	0x1c727
0x1C725	sjmp	0x1C731	0x1c731
0x1C734	ljmp	0x1C88F	0x1c88f
0x1C750	jnc	0x1C755	0x1c755
0x1C752	ljmp	0x1C7DD	0x1c7dd
0x1C771	jc	0x1C77F	0x1c77f
0x1C77D	sjmp	0x1C7D7	0x1c7d7
0x1C798	jc	0x1C7A6	0x1c7a6
0x1C7A4	sjmp	0x1C7D7	0x1c7d7
0x1C7BF	jc	0x1C7CD	0x1c7cd
0x1C7CB	sjmp	0x1C7D7	0x1c7d7
0x1C7DA	ljmp	0x1C88F	0x1c88f
0x1C7F6	jnc	0x1C7FB	0x1c7fb
0x1C7F8	ljmp	0x1C882	0x1c882
0x1C817	jc	0x1C825	0x1c825
0x1C823	sjmp	0x1C87D	0x1c87d
0x1C83E	jc	0x1C84C	0x1c84c
0x1C84A	sjmp	0x1C87D	0x1c87d
0x1C865	jc	0x1C873	0x1c873
0x1C871	sjmp	0x1C87D	0x1c87d
0x1C880	sjmp	0x1C88F	0x1c88f
0x1C892	ljmp	0x1CA03	0x1ca03
0x1C8AE	jnc	0x1C8B3	0x1c8b3
0x1C8B0	ljmp	0x1C9D0	0x1c9d0
0x1C8CC	jz	0x1C8D3	0x1c8d3
0x1C8CE	jc	0x1C8D3	0x1c8d3
0x1C8D0	ljmp	0x1C9D0	0x1c9d0
0x1C8EF	jz	0x1C8F3	0x1c8f3
0x1C8F1	jnc	0x1C929	0x1c929
0x1C926	ljmp	0x1C9CB	0x1c9cb
0x1C942	jz	0x1C946	0x1c946
0x1C944	jnc	0x1C97B	0x1c97b
0x1C979	sjmp	0x1C9CB	0x1c9cb
0x1C994	jz	0x1C998	0x1c998
0x1C996	jnc	0x1C9CB	0x1c9cb
0x1C9CE	sjmp	0x1CA03	0x1ca03
0x1CAB2	jc	0x1CA98	0x1ca98
0x1CAB8	jz	0x1CABD	0x1cabd
0x1CABA	ljmp	0x1D687	0x1d687
0x1CAC5	cjne	0x00001	a, #0x01, 0x1cacf
0x1CACD	sjmp	0x1CAD5	0x1cad5
0x1CADB	jz	0x1CB05	0x1cb05
0x1CAE6	jnz	0x1CAF3	0x1caf3
0x1CAF1	jz	0x1CAFD	0x1cafd
0x1CAF3	jnb	0x00024	0x24.1, 0x1cb05                      ; [0x24:1]=0
0x1CAFA	jnb	0x1CB05	acc.2, 0x1cb05                       ; [0xe0:1]=0
0x1CB03	sjmp	0x1CAB4	0x1cab4
0x1CB05	jnb	0x00025	0x25.7, 0x1cb10                      ; [0x25:1]=0
0x1CC40	jnb	0x1CC40	tcon.5, 0x1cc40                      ; [0x88:1]=0
0x1CCC0	jnc	0x1CCDE	0x1ccde
0x1CCD8	cjne	0x00000	r5, #0x00, 0x1ccdc
0x1CCDC	sjmp	0x1CC9A	0x1cc9a
0x1CD11	jnc	0x1CD77	0x1cd77
0x1CD5A	jc	0x1CD64	0x1cd64
0x1CD70	cjne	0x00000	r5, #0x00, 0x1cd74
0x1CD74	ljmp	0x1CCEB	0x1cceb
0x1CDAC	jnc	0x1CDCA	0x1cdca
0x1CDC4	cjne	0x00000	r5, #0x00, 0x1cdc8
0x1CDC8	sjmp	0x1CD86	0x1cd86
0x1CE2D	cjne	0x00000	r5, #0x00, 0x1ce31
0x1CE35	jnz	0x1CDD9	0x1cdd9
0x1CE56	cjne	0x0000F	r2, #0x0f, 0x1ce64
0x1CE59	cjne	0x000FF	r3, #0xff, 0x1ce64
0x1CE62	sjmp	0x1CE96	0x1ce96
0x1CE6B	jnc	0x1CE80	0x1ce80
0x1CE76	jnc	0x1CE80	0x1ce80
0x1CE7E	sjmp	0x1CE96	0x1ce96
0x1CE87	jnc	0x1CE96	0x1ce96
0x1CE8D	cjne	0x00006	a, #0x06, 0x1ce96
0x1CE9A	jnz	0x1CEC3	0x1cec3
0x1CE9E	jz	0x1CEA5	0x1cea5
0x1CEA9	jz	0x1CEAE	0x1ceae
0x1CEAB	jnb	0x00025	0x25.7, 0x1ceb4                      ; [0x25:1]=0
0x1CEB8	jnz	0x1CF14	0x1cf14
0x1CEC0	ljmp	0x1CAD5	0x1cad5
0x1CEC7	cjne	0x00001	a, #0x01, 0x1cedd
0x1CEDA	ljmp	0x1CAB4	0x1cab4
0x1CEE3	jz	0x1CEE8	0x1cee8
0x1CEE5	jnb	0x00025	0x25.7, 0x1cf05                      ; [0x25:1]=0
0x1CEFB	jc	0x1CF14	0x1cf14
0x1CF03	sjmp	0x1CF14	0x1cf14
0x1CF11	ljmp	0x1CAD5	0x1cad5
0x1CF83	jz	0x1CF8F	0x1cf8f
0x1CF85	jc	0x1CF8F	0x1cf8f
0x1CF8D	sjmp	0x1CF94	0x1cf94
0x1CFCF	djnz	0x1CFCA	r0, 0x1cfca
0x1D01E	djnz	0x1D019	r0, 0x1d019
0x1D04E	djnz	0x1D049	r0, 0x1d049
0x1D0C1	jnc	0x1D13A	0x1d13a
0x1D0CA	sjmp	0x1D0CC	0x1d0cc
0x1D0E8	jnc	0x1D119	0x1d119
0x1D10F	jnz	0x1D117	0x1d117
0x1D117	sjmp	0x1D0D4	0x1d0d4
0x1D138	sjmp	0x1D151	0x1d151
0x1D141	jz	0x1D147	0x1d147
0x1D144	cjne	0x00007	a, #0x07, 0x1d151
0x1D162	djnz	0x1D15D	r0, 0x1d15d
0x1D1CD	djnz	0x1D1C8	r0, 0x1d1c8
0x1D1FF	djnz	0x1D1FA	r0, 0x1d1fa
0x1D242	djnz	0x1D23D	r0, 0x1d23d
0x1D2B5	djnz	0x1D2B0	r0, 0x1d2b0
0x1D2E7	djnz	0x1D2E2	r0, 0x1d2e2
0x1D36A	cjne	0x00007	a, #0x07, 0x1d3a5
0x1D3A3	sjmp	0x1D41D	0x1d41d
0x1D3B6	djnz	0x1D3B1	r0, 0x1d3b1
0x1D3F6	djnz	0x1D3F1	r0, 0x1d3f1
0x1D423	jz	0x1D44A	0x1d44a
0x1D493	cjne	0x00001	a, #0x01, 0x1d49e
0x1D49C	sjmp	0x1D4A5	0x1d4a5
0x1D4AB	jz	0x1D4BB	0x1d4bb
0x1D4B6	jnc	0x1D4BB	0x1d4bb
0x1D4B8	ljmp	0x1D676	0x1d676
0x1D4BC	cjne	0x00001	a, #0x01, 0x1d4e0
0x1D4DE	sjmp	0x1D4FF	0x1d4ff
0x1D503	jnz	0x1D568	0x1d568
0x1D554	jb	0x00026	0x26.0, 0x1d55a                      ; [0x26:1]=0
0x1D557	ljmp	0x1D676	0x1d676
0x1D55A	jb	0x00025	0x25.5, 0x1d560                      ; [0x25:1]=0
0x1D55D	ljmp	0x1D676	0x1d676
0x1D565	ljmp	0x1CAB4	0x1cab4
0x1D56D	cjne	0x00001	a, #0x01, 0x1d577
0x1D574	ljmp	0x1CAB4	0x1cab4
0x1D57A	jz	0x1D57F	0x1d57f
0x1D57C	ljmp	0x1D676	0x1d676
0x1D5AE	jc	0x1D5D3	0x1d5d3
0x1D5D0	ljmp	0x1D659	0x1d659
0x1D5D7	jnz	0x1D611	0x1d611
0x1D5F2	jc	0x1D611	0x1d611
0x1D60D	jz	0x1D638	0x1d638
