entry,name,namespace,body_addresses,parameter_count,return_type
2102ce50,"Set_DAQ_Device_Info_Lv","Global",109,0,"undefined"
2102cec0,"Get_DA_Brds_Info_Lv","Global",137,0,"undefined"
2102cf50,"RTSI_Lv","Global",121,0,"undefined"
2102cfd0,"LV_Route_Signal","Global",109,0,"undefined"
2102d040,"Set_Board_Info_Lv","Global",117,0,"undefined"
2102d0c0,"CardActivationTest","Global",117,0,"undefined"
2102d140,"LV_AO_Group_Config","Global",158,0,"undefined"
2102d1e0,"LV_Get_Group_Size","Global",105,0,"undefined"
2102d250,"LV_AO_Single_Update_Config_GFS","Global",43,0,"undefined"
2102d280,"LV_AO_Single_Update_GFS","Global",43,0,"undefined"
2102d2b0,"LV_AO_Single_Update","Global",125,0,"undefined"
2102d330,"LV_AO_Clock_Config_31","Global",157,0,"undefined"
2102d3d0,"LV_AO_Trigger_And_Gate_Config","Global",113,0,"undefined"
2102d450,"LV_AO_Clock_Config","Global",153,0,"undefined"
2102d4f0,"LV_AO_Hard_Config","Global",145,0,"undefined"
2102d590,"LV_AO_Buffer_Config","Global",129,0,"undefined"
2102d620,"LV_AO_Control","Global",149,0,"undefined"
2102d6c0,"LV_AO_Buffer_Write","Global",181,0,"undefined"
2102d780,"LV_AO_Buffer_Write_WDT","Global",169,0,"undefined"
2102d830,"LV_Destroy_All_AO_Groups","Global",90,0,"undefined"
2102d890,"LV_SCXI_1200_Calibrate","Global",145,0,"undefined"
2102d930,"HWTests_DisableTransPrn","Global",101,0,"undefined"
2102d9a0,"HWTests_EnableTransPrn","Global",101,0,"undefined"
2102da10,"HWTests_Generic_Function","Global",113,0,"undefined"
2102da90,"A2000_Calibrate","Global",7,0,"undefined"
2102daa0,"A2000_Config","Global",7,0,"undefined"
2102dab0,"A2150_Calibrate","Global",7,0,"undefined"
2102dac0,"AI_Change_Parameter","Global",151,0,"undefined"
2102db60,"AI_Check","Global",147,0,"undefined"
2102dc00,"AI_Clear","Global",139,0,"undefined"
2102dc90,"AI_Configure","Global",159,0,"undefined"
2102dd30,"AI_Mux_Config","Global",143,0,"undefined"
2102ddc0,"AI_Read","Global",151,0,"undefined"
2102de60,"AI_Read32","Global",151,0,"undefined"
2102df00,"AI_Setup","Global",147,0,"undefined"
2102dfa0,"AI_VRead","Global",151,0,"undefined"
2102e040,"AI_VScale","Global",171,0,"undefined"
2102e0f0,"Align_DMA_Buffer","Global",159,0,"undefined"
2102e190,"AO_Calibrate","Global",147,0,"undefined"
2102e230,"AO_Configure","Global",163,0,"undefined"
2102e2e0,"AO_Change_Parameter","Global",151,0,"undefined"
2102e380,"AO_Update","Global",139,0,"undefined"
2102e410,"AO_VWrite","Global",151,0,"undefined"
2102e4b0,"AO_Write","Global",147,0,"undefined"
2102e550,"Calibrate_E_Series","Global",155,0,"undefined"
2102e5f0,"Calibrate_59xx","Global",151,0,"undefined"
2102e690,"Calibrate_DSA","Global",151,0,"undefined"
2102e730,"Config_Alarm_Deadband","Global",179,0,"undefined"
2102e7f0,"Config_ATrig_Event_Message","Global",191,0,"undefined"
2102e8b0,"Config_DAQ_Event_Message","Global",183,0,"undefined"
2102e970,"Configure_HW_Analog_Trigger","Global",159,0,"undefined"
2102ea10,"CTR_Config","Global",159,0,"undefined"
2102eab0,"CTR_EvCount","Global",151,0,"undefined"
2102eb50,"CTR_EvRead","Global",151,0,"undefined"
2102ebf0,"CTR_FOUT_Config","Global",155,0,"undefined"
2102ec90,"CTR_Period","Global",147,0,"undefined"
2102ed30,"CTR_Pulse","Global",155,0,"undefined"
2102edd0,"CTR_Rate","Global",163,0,"undefined"
2102ee80,"CTR_Reset","Global",147,0,"undefined"
2102ef20,"CTR_Restart","Global",143,0,"undefined"
2102efb0,"CTR_Simul_Op","Global",151,0,"undefined"
2102f050,"CTR_Square","Global",155,0,"undefined"
2102f0f0,"CTR_State","Global",147,0,"undefined"
2102f190,"CTR_Stop","Global",143,0,"undefined"
2102f220,"DAQ_Check","Global",147,0,"undefined"
2102f2c0,"DAQ_Clear","Global",139,0,"undefined"
2102f350,"DAQ_Config","Global",147,0,"undefined"
2102f3f0,"DAQ_DB_Config","Global",143,0,"undefined"
2102f480,"DAQ_DB_HalfReady","Global",147,0,"undefined"
2102f520,"DAQ_DB_StrTransfer","Global",7,0,"undefined"
2102f530,"DAQ_DB_Transfer","Global",151,0,"undefined"
2102f5d0,"DAQ_Monitor","Global",163,0,"undefined"
2102f680,"DAQ_Op","Global",163,0,"undefined"
2102f730,"DAQ_Rate","Global",155,0,"undefined"
2102f7d0,"DAQ_Start","Global",163,0,"undefined"
2102f880,"DAQ_StopTrigger_Config","Global",147,0,"undefined"
2102f920,"DAQ_to_Disk","Global",167,0,"undefined"
2102f9d0,"DAQ_VScale","Global",175,0,"undefined"
2102fa80,"DIG_Block_Check","Global",147,0,"undefined"
2102fb20,"DIG_Block_Clear","Global",143,0,"undefined"
2102fbb0,"DIG_Block_In","Global",151,0,"undefined"
2102fc50,"DIG_Block_Out","Global",151,0,"undefined"
2102fcf0,"DIG_Block_PG_Config","Global",163,0,"undefined"
2102fda0,"DIG_DB_Config","Global",155,0,"undefined"
2102fe40,"DIG_DB_HalfReady","Global",147,0,"undefined"
2102fee0,"DIG_DB_StrTransfer","Global",7,0,"undefined"
2102fef0,"DIG_DB_Transfer","Global",151,0,"undefined"
2102ff90,"DIG_Grp_Config","Global",155,0,"undefined"
21030030,"DIG_Grp_Mode","Global",163,0,"undefined"
210300e0,"DIG_Grp_Status","Global",147,0,"undefined"
21030180,"DIG_In_Grp","Global",147,0,"undefined"
21030220,"DIG_In_Line","Global",151,0,"undefined"
210302c0,"Query_Optimizations_GFS","Global",139,0,"undefined"
21030350,"DIG_In_Port_GFS","Global",61,0,"undefined"
21030390,"DIG_In_Port","Global",147,0,"undefined"
21030430,"DIG_Line_Config","Global",151,0,"undefined"
210304d0,"DIG_Out_Grp","Global",147,0,"undefined"
21030570,"DIG_Out_Line","Global",151,0,"undefined"
21030610,"DIG_Out_Port_GFS","Global",61,0,"undefined"
21030650,"DIG_Out_Port","Global",147,0,"undefined"
210306f0,"DIG_Prt_Config","Global",151,0,"undefined"
21030790,"DIG_Prt_Status","Global",147,0,"undefined"
21030830,"DIG_SCAN_Setup","Global",155,0,"undefined"
210308d0,"DSP2200_Calibrate","Global",7,0,"undefined"
210308e0,"DSP2200_Config","Global",7,0,"undefined"
210308f0,"Get_DAQ_Device_Info","Global",147,0,"undefined"
21030990,"Get_DAQ_Event","Global",155,0,"undefined"
21030a30,"Get_NI_DAQ_Version","Global",139,0,"undefined"
21030ac0,"GPCTR_Config_Buffer","Global",155,0,"undefined"
21030b60,"GPCTR_Read_Buffer","Global",171,0,"undefined"
21030c10,"Line_Change_Attribute","Global",151,0,"undefined"
21030cb0,"GPCTR_Control","Global",147,0,"undefined"
21030d50,"GPCTR_Set_Application","Global",147,0,"undefined"
21030df0,"GPCTR_Watch","Global",151,0,"undefined"
21030e90,"ICTR_Read","Global",147,0,"undefined"
21030f30,"ICTR_Reset","Global",147,0,"undefined"
21030fd0,"ICTR_Setup","Global",155,0,"undefined"
21031070,"Init_DA_Brds","Global",143,0,"undefined"
21031100,"Lab_ISCAN_Check","Global",151,0,"undefined"
210311a0,"Lab_ISCAN_Op","Global",175,0,"undefined"
21031250,"Lab_ISCAN_Start","Global",167,0,"undefined"
21031300,"Lab_ISCAN_to_Disk","Global",175,0,"undefined"
210313b0,"LPM16_Calibrate","Global",139,0,"undefined"
21031440,"MAI_Arm","Global",7,0,"undefined"
21031450,"MAI_Clear","Global",7,0,"undefined"
21031460,"MAI_Coupling","Global",7,0,"undefined"
21031470,"MAI_Read","Global",7,0,"undefined"
21031480,"MAI_Scale","Global",7,0,"undefined"
21031490,"MAI_Setup","Global",7,0,"undefined"
210314a0,"Master_Slave_Config","Global",7,0,"undefined"
210314b0,"MDAQ_Check","Global",7,0,"undefined"
210314c0,"MDAQ_Clear","Global",7,0,"undefined"
210314d0,"MDAQ_Get","Global",7,0,"undefined"
210314e0,"MDAQ_ScanRate","Global",7,0,"undefined"
210314f0,"MDAQ_Setup","Global",7,0,"undefined"
21031500,"MDAQ_Start","Global",7,0,"undefined"
21031510,"MDAQ_Stop","Global",7,0,"undefined"
21031520,"MDAQ_StrGet","Global",7,0,"undefined"
21031530,"MDAQ_Trig_Delay","Global",7,0,"undefined"
21031540,"MDAQ_Trig_Select","Global",7,0,"undefined"
21031550,"MIO_Calibrate","Global",7,0,"undefined"
21031560,"MIO_Config","Global",147,0,"undefined"
21031600,"NI_DAQ_Mem_Alloc","Global",7,0,"undefined"
21031610,"NI_DAQ_Mem_Attributes","Global",7,0,"undefined"
21031620,"NI_DAQ_Mem_Copy","Global",7,0,"undefined"
21031630,"NI_DAQ_Mem_Free","Global",7,0,"undefined"
21031640,"NI_DAQ_Mem_Lock","Global",7,0,"undefined"
21031650,"NI_DAQ_Mem_Unlock","Global",7,0,"undefined"
21031660,"SCXI_Get_Gain","Global",113,0,"undefined"
210316e0,"Peek_DAQ_Event","Global",155,0,"undefined"
21031780,"REG_Level_Read","Global",147,0,"undefined"
21031820,"REG_Level_Write","Global",155,0,"undefined"
210318c0,"RTSI_Clear","Global",139,0,"undefined"
21031950,"RTSI_Clock","Global",147,0,"undefined"
210319f0,"RTSI_Conn","Global",151,0,"undefined"
21031a90,"RTSI_DisConn","Global",147,0,"undefined"
21031b30,"SC_2040_Config","Global",147,0,"undefined"
21031bd0,"SCAN_Demux","Global",151,0,"undefined"
21031c70,"SCAN_Op","Global",175,0,"undefined"
21031d20,"SCAN_Sequence_Demux","Global",163,0,"undefined"
21031dd0,"SCAN_Sequence_Retrieve","Global",147,0,"undefined"
21031e70,"SCAN_Sequence_Setup","Global",163,0,"undefined"
21031f20,"SCAN_Setup","Global",151,0,"undefined"
21031fc0,"SCAN_Start","Global",163,0,"undefined"
21032070,"SCAN_to_Disk","Global",179,0,"undefined"
21032130,"SCXI_1200_Calibrate","Global",7,0,"undefined"
21032140,"Calibrate_1200","Global",183,0,"undefined"
21032200,"SCXI_AO_Write","Global",171,0,"undefined"
210322b0,"SCXI_Cal_Constants","Global",227,0,"undefined"
210323a0,"InitChannelWizardStrainCal","Global",179,0,"undefined"
21032460,"ChannelWizardSCXIStrainCal","Global",187,0,"undefined"
21032520,"SCXI_1520_Transducer_Cal","Global",163,0,"undefined"
210325d0,"SCXI_Calibrate","Global",179,0,"undefined"
21032690,"SCXI_Strain_Null","Global",159,0,"undefined"
21032730,"SCXI_Strain_Null_Ex","Global",175,0,"undefined"
210327e0,"SCXI_Calibrate_Setup","Global",147,0,"undefined"
21032880,"SCXI_Change_Chan","Global",147,0,"undefined"
21032920,"SCXI_Set_Potentiometer","Global",155,0,"undefined"
210329c0,"SCXI_Set_Excitation","Global",159,0,"undefined"
21032a60,"SCXI_Configure_Connection","Global",151,0,"undefined"
21032b00,"SCXI_Configure_Filter","Global",171,0,"undefined"
21032bb0,"SCXI_Configure_Filter_NoStatusCheck","Global",171,0,"undefined"
21032c60,"SCXI_Get_Chassis_Info","Global",159,0,"undefined"
21032d00,"SCXI_Get_Module_Info","Global",155,0,"undefined"
21032da0,"SCXI_Get_State","Global",155,0,"undefined"
21032e40,"SCXI_Get_Status","Global",151,0,"undefined"
21032ee0,"SCXI_Load_Config","Global",139,0,"undefined"
21032f70,"SCXI_MuxCtr_Setup","Global",151,0,"undefined"
21033010,"SCXI_AutoDetect","Global",190,0,"undefined"
210330d0,"SCXI_Set_Communication_Speed","Global",109,0,"undefined"
21033140,"SCXI_TestChassis","Global",142,0,"undefined"
210331d0,"SCXI_Reset","Global",143,0,"undefined"
21033260,"SCXI_Scale","Global",187,0,"undefined"
21033320,"SCXI_SCAN_Setup","Global",163,0,"undefined"
210333d0,"Fifo_Read","Global",117,0,"undefined"
21033450,"Fifo_Write","Global",117,0,"undefined"
210334d0,"Switch_Op_Wrapper","Global",113,0,"undefined"
21033550,"Mux_SCAN_Setup","Global",129,0,"undefined"
210335e0,"WaitUntilDebounceComplete","Global",109,0,"undefined"
21033650,"Indep_Switch_Control","Global",117,0,"undefined"
210336d0,"Matrix_Switch_Control","Global",121,0,"undefined"
21033750,"Mux_Channel_Control","Global",121,0,"undefined"
210337d0,"Set_Handshaking_Polarity","Global",109,0,"undefined"
21033840,"Reset_Module","Global",105,0,"undefined"
210338b0,"Enable_ScannerAdvanced","Global",105,0,"undefined"
21033920,"Disable_ScannerAdvanced","Global",105,0,"undefined"
21033990,"Enable_Trig","Global",105,0,"undefined"
21033a00,"Disable_Trig","Global",105,0,"undefined"
21033a70,"Route_ScannerAdvanced","Global",113,0,"undefined"
21033af0,"Route_Trig","Global",113,0,"undefined"
21033b70,"Route_Sync","Global",113,0,"undefined"
21033bf0,"Output_Buffer_Cntrl","Global",109,0,"undefined"
21033c60,"Write_Switch_Calibration","Global",125,0,"undefined"
21033ce0,"Read_Switch_Calibration","Global",125,0,"undefined"
21033d60,"SCXI_Set_Config","Global",171,0,"undefined"
21033e10,"SCXI_Set_Filter","Global",125,0,"undefined"
21033e90,"SCXI_Set_Gain","Global",155,0,"undefined"
21033f30,"SCXI_Set_Gain_NoStatusCheck","Global",155,0,"undefined"
21033fd0,"SCXI_Set_Input_Mode","Global",147,0,"undefined"
21034070,"SCXI_Set_State","Global",155,0,"undefined"
21034110,"SCXI_Single_Chan_Setup","Global",151,0,"undefined"
210341b0,"SCXI_Track_Hold_Control","Global",151,0,"undefined"
21034250,"SCXI_Track_Hold_Setup","Global",163,0,"undefined"
21034300,"Select_Signal","Global",151,0,"undefined"
210343a0,"Set_DAQ_Device_Info","Global",147,0,"undefined"
21034440,"Timeout_Config","Global",143,0,"undefined"
210344d0,"Trigger_Window_Config","Global",7,0,"undefined"
210344e0,"WFM_Chan_Control","Global",147,0,"undefined"
21034580,"WFM_Check","Global",155,0,"undefined"
21034620,"WFM_ClockRate","Global",159,0,"undefined"
210346c0,"WFM_DB_Config","Global",159,0,"undefined"
21034760,"WFM_DB_HalfReady","Global",151,0,"undefined"
21034800,"WFM_DB_Transfer","Global",155,0,"undefined"
210348a0,"WFM_DB_StrTransfer","Global",7,0,"undefined"
210348b0,"WFM_from_Disk","Global",171,0,"undefined"
21034960,"WFM_Group_Control","Global",147,0,"undefined"
21034a00,"WFM_Group_Setup","Global",151,0,"undefined"
21034aa0,"WFM_Load","Global",163,0,"undefined"
21034b50,"WFM_Op","Global",167,0,"undefined"
21034c00,"WFM_Rate","Global",155,0,"undefined"
21034ca0,"WFM_Scale","Global",163,0,"undefined"
21034d50,"AI_Scale","Global",7,0,"undefined"
21034d60,"AI_Config","Global",7,0,"undefined"
21034d70,"AO_Config","Global",7,0,"undefined"
21034d80,"DAQ_Scale","Global",7,0,"undefined"
21034d90,"DAQ_Trigger_Config","Global",7,0,"undefined"
21034da0,"Get_DA_Brds_Info","Global",7,0,"undefined"
21034db0,"Lab_SCAN_Check","Global",7,0,"undefined"
21034dc0,"Lab_SCAN_Op","Global",7,0,"undefined"
21034dd0,"Lab_SCAN_Start","Global",7,0,"undefined"
21034de0,"Lab_SCAN_to_Disk","Global",7,0,"undefined"
21034df0,"MIO16_F5_Config","Global",7,0,"undefined"
21034e00,"MIO16_F5_Calibrate","Global",7,0,"undefined"
21034e10,"SCXI_Set_Module_Gain","Global",109,0,"undefined"
21034e80,"Set_DAQ_Mode","Global",7,0,"undefined"
21034e90,"WF_Check","Global",7,0,"undefined"
21034ea0,"WF_Clear","Global",7,0,"undefined"
21034eb0,"WF_DB_Config","Global",7,0,"undefined"
21034ec0,"WF_DB_StrTransfer","Global",7,0,"undefined"
21034ed0,"WF_DB_Transfer","Global",7,0,"undefined"
21034ee0,"WF_from_Disk","Global",7,0,"undefined"
21034ef0,"WF_Load","Global",7,0,"undefined"
21034f00,"WF_Op","Global",7,0,"undefined"
21034f10,"WF_Pause","Global",7,0,"undefined"
21034f20,"WF_Rate","Global",7,0,"undefined"
21034f30,"WF_Resume","Global",7,0,"undefined"
21034f40,"WF_Scale","Global",7,0,"undefined"
21034f50,"WF_Start","Global",7,0,"undefined"
21034f60,"WFM_UpdateRate","Global",7,0,"undefined"
21034f70,"AI_Read_Scan","Global",143,0,"undefined"
21035000,"AI_VRead_Scan","Global",143,0,"undefined"
21035090,"get_AI_Scan_Width","Global",101,0,"undefined"
21035100,"SCXI_Get_Module_Config","Global",113,0,"undefined"
21035180,"SCXI_Module_Write","Global",121,0,"undefined"
21035200,"SCXI_Module_Read","Global",121,0,"undefined"
21035280,"SCXI_ModuleID_Read","Global",147,0,"undefined"
21035320,"SCXI_Slot_Select","Global",105,0,"undefined"
21035390,"SCXI_Set_INTR","Global",105,0,"undefined"
21035400,"SCXI_Set_DA","Global",105,0,"undefined"
21035470,"SCXI_Set_MOSI","Global",105,0,"undefined"
210354e0,"SCXI_Test_MISO","Global",105,0,"undefined"
21035550,"SCXI_Pulse_SPICLK","Global",101,0,"undefined"
210355c0,"SCXI_Clock_Bytes","Global",113,0,"undefined"
21035640,"get_daq_numpts","Global",101,0,"undefined"
210356b0,"SCXI_Adv_Module_Write","Global",133,0,"undefined"
21035740,"SCXI_Adv_Module_Read","Global",133,0,"undefined"
210357d0,"DIG_DBX_HalfReady","Global",7,0,"undefined"
210357e0,"__cal_dac_write_","Global",109,0,"undefined"
21035850,"__eeprom_read_","Global",113,0,"undefined"
210358d0,"__eeprom_write_","Global",113,0,"undefined"
21035950,"__eeprom_protect_","Global",109,0,"undefined"
210359c0,"__eeprom_unprotect_","Global",109,0,"undefined"
21035a30,"__eeprom_query_protection_","Global",113,0,"undefined"
21035ab0,"CTR_Busy","Global",109,0,"undefined"
21035b20,"CTR_ModeCfg","Global",109,0,"undefined"
21035b90,"DAQ_STC_Control","Global",7,0,"undefined"
21035ba0,"Set_ES_Device_Info","Global",7,0,"undefined"
21035bb0,"USE_E_Series","Global",5,0,"undefined"
21035bc0,"USE_E_Series_AI","Global",5,0,"undefined"
21035bd0,"USE_E_Series_AO","Global",5,0,"undefined"
21035be0,"USE_E_Series_DIO","Global",5,0,"undefined"
21035bf0,"USE_E_Series_GPCTR","Global",5,0,"undefined"
21035c00,"USE_E_Series_GPCTR_Simple","Global",5,0,"undefined"
21035c10,"USE_E_Series_Misc","Global",5,0,"undefined"
21035c20,"USE_E_Series_WFM","Global",5,0,"undefined"
21035c30,"_New_SCAN_Setup","Global",125,0,"undefined"
21035cb0,"LPTTypeDetected","Global",101,0,"undefined"
21035d20,"isDeviceBusyWithAsynchOp","Global",101,0,"undefined"
21035d90,"LDDMAgetTransfersRemaining","Global",105,0,"undefined"
21035e00,"LDDMAdisarm","Global",75,0,"undefined"
21035e50,"LDDMAarm","Global",75,0,"undefined"
21035ea0,"LDLargeDMAPageLock","Global",117,0,"undefined"
21035f20,"LDLargeDMAPageUnlock","Global",113,0,"undefined"
21035fa0,"MiscInfoToDriver","Global",75,0,"undefined"
21035ff0,"UpdateSCXIInfo","Global",147,0,"undefined"
21036090,"RemoveSCXIChassis","Global",101,0,"undefined"
21036100,"AO_VScale","Global",155,0,"undefined"
210361a0,"GPCTR_Change_Parameter","Global",151,0,"undefined"
21036240,"USE_E_Series_DAQ","Global",5,0,"undefined"
21036250,"Get_AO610_Code","Global",75,0,"undefined"
210362a0,"Init_AI_Info","Global",75,0,"undefined"
210362f0,"Init_AO_Info","Global",75,0,"undefined"
21036340,"TestDeviceBaseAddress","Global",105,0,"undefined"
210363b0,"MapGlobalIDToNidaq","Global",3,0,"undefined"
210363c0,"MapNidaqIDToGlobal","Global",3,0,"undefined"
210363d0,"get_DIG_Block_count","Global",105,0,"undefined"
21036440,"get_grp_size","Global",105,0,"undefined"
210364b0,"get_LS_numChans","Global",101,0,"undefined"
21036520,"get_MAI_numChans","Global",7,0,"undefined"
21036530,"get_MDAQ_frameSize","Global",8,0,"undefined"
21036540,"get_WF_load_cnt","Global",105,0,"undefined"
210365b0,"get_WFM_alias_indices","Global",98,0,"undefined"
21036620,"make_daq_brd_idle","Global",79,0,"undefined"
21036670,"DAQDriver","Global",8,0,"undefined"
21036680,"Init_DA_Brds2","Global",109,0,"undefined"
210366f0,"GetDeviceType","Global",7,0,"undefined"
21036700,"Get_ES_Device_Info","Global",7,0,"undefined"
21036710,"TestDeviceDMAChannels","Global",105,0,"undefined"
21036780,"TestDeviceIRQLevels","Global",105,0,"undefined"
210367f0,"MapVir32ToVir1616","Global",109,0,"undefined"
21036860,"UnmapVir32ToVir1616","Global",105,0,"undefined"
210368d0,"RmtSCXICallbackDispatcher","Global",19,0,"undefined"
210368f0,"_LDLargePIOPageLock","Global",23,0,"undefined"
21036910,"_LDLargePIOPageUnlock","Global",23,0,"undefined"
21036930,"SCXI_Remote_Config","Global",113,0,"undefined"
210369b0,"_LDMapAndCopyMemory","Global",35,0,"undefined"
210369e0,"destroyDevice","Global",101,0,"undefined"
21036a50,"testDevice","Global",105,0,"undefined"
21036ac0,"NIScope_Open","Global",101,0,"undefined"
21036b30,"NIScope_Close","Global",101,0,"undefined"
21036ba0,"NIScope_InitiateAcquisition","Global",101,0,"undefined"
21036c10,"NIScope_Abort","Global",101,0,"undefined"
21036c80,"NIScope_FetchWaveform","Global",125,0,"undefined"
21036d00,"NIScope_SetAttributeViInt32","Global",113,0,"undefined"
21036d80,"NIScope_SetAttributeViReal64","Global",117,0,"undefined"
21036e00,"NIScope_SetAttributeViString","Global",113,0,"undefined"
21036e80,"NIScope_SetAttributeViBoolean","Global",113,0,"undefined"
21036f00,"NIScope_GetAttributeViInt32","Global",113,0,"undefined"
21036f80,"NIScope_GetAttributeViReal64","Global",113,0,"undefined"
21037000,"NIScope_GetAttributeViString","Global",117,0,"undefined"
21037080,"NIScope_GetAttributeViBoolean","Global",113,0,"undefined"
21037100,"NIScope_AcquisitionStatus","Global",105,0,"undefined"
21037170,"NIScope_SendSWTrigger","Global",101,0,"undefined"
210371e0,"NIScope_MultiBuffFetchWaveform","Global",133,0,"undefined"
21037270,"NIScope_MultiBuffFetchBinary8Waveform","Global",141,0,"undefined"
21037300,"NIScope_MultiBuffFetchBinary16Waveform","Global",141,0,"undefined"
21037390,"NIScope_MultiBuffFetchBinary32Waveform","Global",141,0,"undefined"
21037420,"NIScope_FetchBinary8Waveform","Global",137,0,"undefined"
210374b0,"NIScope_FetchBinary16Waveform","Global",137,0,"undefined"
21037540,"NIScope_FetchBinary32Waveform","Global",137,0,"undefined"
210375d0,"NIScope_FetchWaveformFromOffset","Global",129,0,"undefined"
21037660,"NIScope_FetchMinMaxWaveform","Global",129,0,"undefined"
210376f0,"NIScope_MultiBuffFetchMinMaxWaveform","Global",137,0,"undefined"
21037780,"NIScope_Calibrate","Global",117,0,"undefined"
21037800,"NIScope_ProbeCompensationSignalStart","Global",101,0,"undefined"
21037870,"NIScope_ProbeCompensationSignalStop","Global",101,0,"undefined"
210378e0,"NIScope_Reset","Global",101,0,"undefined"
21037950,"NIScope_AutoSetup","Global",101,0,"undefined"
210379c0,"NIScope_ActualRecordLength","Global",105,0,"undefined"
21037a30,"NIScope_SetFilterCoefficients","Global",117,0,"undefined"
21037ab0,"SetDeviceMITEDMAmodes","Global",105,0,"undefined"
21037b20,"VXIConfigOnbrdMemory","Global",113,0,"undefined"
21037ba0,"getVXIDAQviSession","Global",105,0,"undefined"
21037c10,"getVXIDAQdeviceNum","Global",105,0,"undefined"
21037c80,"RmtSCXIReProg","Global",121,0,"undefined"
21037d00,"getNumberOfVXIDAQinterrupts","Global",90,0,"undefined"
21037d60,"SetIRQHandlingMethod","Global",90,0,"undefined"
21037dc0,"GetKernelModeDeviceAccess","Global",101,0,"undefined"
21037e30,"DisableVXIMoveInNIDAQ","Global",101,0,"undefined"
21037ea0,"RmtSCXIPktDispatcher","Global",117,0,"undefined"
21037f20,"vxiDaqEventHandler","Global",31,0,"undefined"
21037f40,"AOParameter","Global",153,0,"undefined"
21037fe0,"AIParameter","Global",153,0,"undefined"
21038080,"DIOParameter","Global",153,0,"undefined"
21038120,"LV_DIG_Group_Buf_Control_50","Global",117,0,"undefined"
210381a0,"LV_DIG_Trigger_Config","Global",133,0,"undefined"
21038230,"DIG_Trigger_Config","Global",171,0,"undefined"
210382e0,"exportedPageLock","Global",31,0,"undefined"
21038300,"exportedPageUnlock","Global",27,0,"undefined"
21038320,"DMAPageLock","Global",121,0,"undefined"
210383a0,"DMAPageUnlock","Global",113,0,"undefined"
21038420,"DMAAlloc","Global",113,0,"undefined"
210384a0,"DMAFree","Global",90,0,"undefined"
21038500,"unloadConfiguration","Global",101,0,"undefined"
21038570,"clearLVLayerDataForDevice","Global",101,0,"undefined"
210385e0,"reloadConfiguration","Global",101,0,"undefined"
21038650,"SCXI_LoadAllConfig","Global",90,0,"undefined"
210386b0,"Get_SCXI_Chassis_Information_Only","Global",125,0,"undefined"
21038730,"createAddressSpace","Global",117,0,"undefined"
210387b0,"destroyAddressSpace","Global",105,0,"undefined"
21038820,"readAndWriteDevice","Global",105,0,"undefined"
21038890,"readDevice","Global",125,0,"undefined"
21038910,"writeDevice","Global",129,0,"undefined"
210389a0,"SCXI_Set_Threshold","Global",163,0,"undefined"
21038a50,"LV_TioCombineSignals","Global",109,0,"undefined"
21038ac0,"LV_LineChangeAttribute","Global",117,0,"undefined"
21038b40,"LV_TioSelectSignal","Global",121,0,"undefined"
21038bc0,"LV_SelectSignal","Global",121,0,"undefined"
21038c40,"WFM_Set_Clock","Global",163,0,"undefined"
21038cf0,"DAQ_Set_Clock","Global",159,0,"undefined"
21038d90,"Tio_Select_Signal","Global",151,0,"undefined"
21038e30,"Tio_Combine_Signals","Global",147,0,"undefined"
21038ed0,"LV_DIG_Single_Read","Global",133,0,"undefined"
21038f60,"LV_DIG_Single_Write","Global",133,0,"undefined"
21038ff0,"GetStaticallyStoredNumChans","Global",105,0,"undefined"
21039060,"get_daq_sample_bytesize","Global",101,0,"undefined"
210390d0,"get_wfm_sample_bytesize","Global",105,0,"undefined"
21039140,"DIG_Read_Buffer","Global",133,0,"undefined"
210391d0,"DIG_Write_Buffer","Global",133,0,"undefined"
21039260,"DIG_Snapshot","Global",133,0,"undefined"
210392f0,"LVdigPassBufferAndIterator","Global",113,0,"undefined"
21039370,"LV_DIG_Port_Config_65","Global",121,0,"undefined"
210393f0,"LV_CtrGroupConfig","Global",125,0,"undefined"
21039470,"LV_CtrSetAttribute","Global",121,0,"undefined"
210394f0,"LV_CtrGetAttribute","Global",121,0,"undefined"
21039570,"LV_CtrConfigBuffer","Global",105,0,"undefined"
210395e0,"LV_CtrRead","Global",145,0,"undefined"
21039680,"LV_CtrControl","Global",113,0,"undefined"
21039700,"LV_DIG_Group_Mode_Config_65","Global",157,0,"undefined"
210397a0,"getLastCalibrationState","Global",125,0,"undefined"
21039820,"DIG_In_Prt","Global",147,0,"undefined"
210398c0,"DIG_Out_Prt","Global",147,0,"undefined"
21039960,"AI_Get_Overloaded_Channels","Global",147,0,"undefined"
21039a00,"LV_Route_Signal_65","Global",121,0,"undefined"
21039a80,"Fgen54xx_GetAttribute","Global",113,0,"undefined"
21039b00,"Fgen54xx_SetAttribute","Global",113,0,"undefined"
21039b80,"HSDL_Get_AI_Buffer_Info","Global",105,0,"undefined"
21039bf0,"DAQ_Check96","Global",113,0,"undefined"
21039c70,"HighRes_GetCalInfo","Global",121,0,"undefined"
21039cf0,"HighRes_SetCalInfo","Global",125,0,"undefined"
21039d70,"HighRes_GetCalConstant","Global",129,0,"undefined"
21039e00,"HighRes_SetCalConstant","Global",137,0,"undefined"
21039e90,"HighRes_SetCalibrationPassword","Global",113,0,"undefined"
21039f10,"HighRes_UpdateCalConstants","Global",133,0,"undefined"
21039fa0,"HighRes_SetCalibrationMode","Global",105,0,"undefined"
