from_addr,to_addr,ref_type,source_type,is_primary
CODE:3add,CODE:3d9f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3aec,CODE:3b01,CONDITIONAL_JUMP,DEFAULT,1
CODE:3aef,CODE:3af5,CONDITIONAL_JUMP,DEFAULT,1
CODE:3af2,CODE:3dc7,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3b01,CODE:3d9f,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:3b06,CODE:3b19,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b0a,CODE:3b23,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b11,CODE:3b20,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b1e,CODE:3b18,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b20,CODE:3dbd,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:3b23,CODE:3d88,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3b28,CODE:3b33,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b2e,CODE:3b36,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b31,CODE:3b3c,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b33,CODE:3dc7,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:3b37,CODE:3b3c,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b39,CODE:3dc4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3b40,CODE:3b86,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b42,CODE:3b4b,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b48,CODE:3db3,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3b4d,CODE:3b6b,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b4f,CODE:3b5a,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b58,CODE:3b45,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3b61,CODE:3bed,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3b84,CODE:3bed,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3b88,CODE:3b8f,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b8a,CODE:3b64,CONDITIONAL_JUMP,DEFAULT,1
CODE:3b8d,CODE:3b52,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3bf2,CODE:3bfb,CONDITIONAL_JUMP,DEFAULT,1
CODE:3bf5,CODE:3c07,CONDITIONAL_JUMP,DEFAULT,1
CODE:3bf8,CODE:3dc7,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3c07,CODE:3d9f,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:3c0a,CODE:3dc7,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:3c10,CODE:3c17,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c15,CODE:3c1a,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c17,CODE:3dbd,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:3c1a,CODE:3d88,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3c1f,CODE:3c17,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c23,CODE:3c17,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c26,CODE:3c2c,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c30,CODE:3c39,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c34,CODE:3c3c,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c36,CODE:3dc4,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:3c3a,CODE:3c0a,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c42,CODE:3c49,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c46,CODE:3db3,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3c57,CODE:3c66,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c66,CODE:3c8b,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c75,BITS:e7,DATA,DEFAULT,1
CODE:3c75,CODE:3c88,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c7a,CODE:3c36,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c88,CODE:3d9f,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:3c8e,BITS:e7,DATA,DEFAULT,1
CODE:3c8e,CODE:3c96,CONDITIONAL_JUMP,DEFAULT,1
CODE:3c9f,CODE:3c59,CONDITIONAL_JUMP,DEFAULT,1
CODE:3ca1,BITS:e7,DATA,DEFAULT,1
CODE:3ca1,CODE:3c66,CONDITIONAL_JUMP,DEFAULT,1
CODE:3ca4,CODE:3c50,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3cb3,CODE:3cf8,CONDITIONAL_JUMP,DEFAULT,1
CODE:3cc6,CODE:3cf8,CONDITIONAL_JUMP,DEFAULT,1
CODE:3cc8,CODE:3ce2,CONDITIONAL_JUMP,DEFAULT,1
CODE:3cd5,CODE:3cf8,CONDITIONAL_JUMP,DEFAULT,1
CODE:3cd8,CODE:3cf8,CONDITIONAL_JUMP,DEFAULT,1
CODE:3cdc,CODE:3cf8,CONDITIONAL_JUMP,DEFAULT,1
CODE:3ce0,CODE:3cf8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3ced,CODE:3cf8,CONDITIONAL_JUMP,DEFAULT,1
CODE:3cf0,CODE:3cf8,CONDITIONAL_JUMP,DEFAULT,1
CODE:3cf4,CODE:3cf8,CONDITIONAL_JUMP,DEFAULT,1
CODE:3d09,CODE:3d12,CONDITIONAL_JUMP,DEFAULT,1
CODE:3d0d,BITS:e7,DATA,DEFAULT,1
CODE:3d0d,CODE:3d11,CONDITIONAL_JUMP,DEFAULT,1
CODE:3d1b,CODE:3d22,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3d27,BITS:d5,WRITE,DEFAULT,1
CODE:3d29,BITS:d5,READ,DEFAULT,1
CODE:3d29,CODE:3d2f,CONDITIONAL_JUMP,DEFAULT,1
CODE:3d2c,CODE:43da,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3d31,CODE:3d43,CONDITIONAL_JUMP,DEFAULT,1
CODE:3d3f,CODE:3d2f,CONDITIONAL_JUMP,DEFAULT,1
CODE:3d47,BITS:d5,READ,DEFAULT,1
CODE:3d4b,BITS:e7,DATA,DEFAULT,1
CODE:3d89,BITS:e7,DATA,DEFAULT,1
CODE:3d90,BITS:d5,WRITE,DEFAULT,1
CODE:3d93,BITS:e7,DATA,DEFAULT,1
CODE:3d9a,CODE:3d9e,CONDITIONAL_JUMP,DEFAULT,1
CODE:3d9c,BITS:d5,READ_WRITE,DEFAULT,1
CODE:3da0,BITS:e7,DATA,DEFAULT,1
CODE:3da0,CODE:3db3,CONDITIONAL_JUMP,DEFAULT,1
CODE:3da4,CODE:3db3,CONDITIONAL_JUMP,DEFAULT,1
CODE:3da8,CODE:3db3,CONDITIONAL_JUMP,DEFAULT,1
CODE:3dac,CODE:3db3,CONDITIONAL_JUMP,DEFAULT,1
CODE:3db1,CODE:3dc7,CONDITIONAL_JUMP,DEFAULT,1
CODE:3db3,BITS:d5,READ,DEFAULT,1
CODE:3db9,BITS:e7,DATA,DEFAULT,1
CODE:3dc5,CODE:3dbf,UNCONDITIONAL_CALL,DEFAULT,1
CODE:3dc7,BITS:d5,READ,DEFAULT,1
CODE:3dcf,CODE:3dc1,UNCONDITIONAL_CALL,DEFAULT,1
CODE:40b0,CODE:40b3,CONDITIONAL_JUMP,DEFAULT,1
CODE:40b3,CODE:4077,CONDITIONAL_JUMP,DEFAULT,1
CODE:40ba,CODE:40bd,CONDITIONAL_JUMP,DEFAULT,1
CODE:40bd,CODE:4077,CONDITIONAL_JUMP,DEFAULT,1
CODE:40c7,CODE:4077,CONDITIONAL_JUMP,DEFAULT,1
CODE:40ca,CODE:40cd,CONDITIONAL_JUMP,DEFAULT,1
CODE:40f6,CODE:40ff,CONDITIONAL_JUMP,DEFAULT,1
CODE:40ff,CODE:4103,CONDITIONAL_JUMP,DEFAULT,1
CODE:4103,CODE:4108,CONDITIONAL_JUMP,DEFAULT,1
CODE:413c,CODE:4145,CONDITIONAL_JUMP,DEFAULT,1
CODE:4145,CODE:4149,CONDITIONAL_JUMP,DEFAULT,1
CODE:4149,CODE:414d,CONDITIONAL_JUMP,DEFAULT,1
CODE:421d,CODE:4221,CONDITIONAL_JUMP,DEFAULT,1
CODE:4231,CODE:4235,CONDITIONAL_JUMP,DEFAULT,1
CODE:445f,CODE:446d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:4462,CODE:446d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:4465,CODE:446d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:4468,CODE:446d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:462a,CODE:463a,CONDITIONAL_JUMP,DEFAULT,1
CODE:4636,CODE:463a,CONDITIONAL_JUMP,DEFAULT,1
CODE:4687,CODE:468a,CONDITIONAL_JUMP,DEFAULT,1
CODE:468a,CODE:4625,CONDITIONAL_JUMP,DEFAULT,1
CODE:4691,CODE:4694,CONDITIONAL_JUMP,DEFAULT,1
CODE:4694,CODE:4625,CONDITIONAL_JUMP,DEFAULT,1
CODE:50bd,CODE:50c5,CONDITIONAL_JUMP,DEFAULT,1
CODE:50c3,CODE:50c9,CONDITIONAL_JUMP,DEFAULT,1
CODE:50c6,CODE:50cc,CONDITIONAL_JUMP,DEFAULT,1
CODE:50ca,CODE:50cd,UNCONDITIONAL_CALL,DEFAULT,1
CODE:50d5,CODE:50e2,CONDITIONAL_JUMP,DEFAULT,1
CODE:50db,CODE:50e2,CONDITIONAL_JUMP,DEFAULT,1
CODE:5130,EXTMEM:8b3c,READ,ANALYSIS,1
CODE:5137,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:513d,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5144,EXTMEM:8b39,READ,ANALYSIS,1
CODE:514b,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5152,CODE:413c,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5155,CODE:512d,CONDITIONAL_JUMP,DEFAULT,1
CODE:515a,EXTMEM:8b3f,READ,ANALYSIS,1
CODE:515d,EXTMEM:8b40,READ,ANALYSIS,1
CODE:5160,EXTMEM:8b41,READ,ANALYSIS,1
CODE:5337,EXTMEM:8b2a,READ,ANALYSIS,1
CODE:533a,EXTMEM:8b2b,READ,ANALYSIS,1
CODE:533d,EXTMEM:8b2c,READ,ANALYSIS,1
CODE:533f,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5343,CODE:50b9,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5346,CODE:5354,CONDITIONAL_JUMP,DEFAULT,1
CODE:534f,CODE:420f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5354,BITS:39,WRITE,DEFAULT,1
CODE:5359,EXTMEM:8b2a,READ,ANALYSIS,1
CODE:535c,EXTMEM:8b2b,READ,ANALYSIS,1
CODE:535f,EXTMEM:8b2c,READ,ANALYSIS,1
CODE:5361,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5367,CODE:536d,CONDITIONAL_JUMP,DEFAULT,1
CODE:536a,CODE:538a,CONDITIONAL_JUMP,DEFAULT,1
CODE:5370,EXTMEM:8b2a,READ,ANALYSIS,1
CODE:5377,CODE:4225,UNCONDITIONAL_CALL,DEFAULT,1
CODE:537d,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5382,CODE:5387,CONDITIONAL_JUMP,DEFAULT,1
CODE:5385,CODE:5388,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5388,BITS:39,WRITE,DEFAULT,1
CODE:538e,EXTMEM:8b2d,WRITE,ANALYSIS,1
CODE:5390,EXTMEM:8b2e,WRITE,ANALYSIS,1
CODE:5394,EXTMEM:8b2a,READ,ANALYSIS,1
CODE:5397,EXTMEM:8b2b,READ,ANALYSIS,1
CODE:539a,EXTMEM:8b2c,READ,ANALYSIS,1
CODE:539c,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:53a0,CODE:39ef,UNCONDITIONAL_CALL,DEFAULT,1
CODE:53a3,CODE:53e4,CONDITIONAL_JUMP,DEFAULT,1
CODE:53a8,EXTMEM:8b2a,READ,ANALYSIS,1
CODE:53ab,EXTMEM:8b2b,READ,ANALYSIS,1
CODE:53ae,EXTMEM:8b2c,READ,ANALYSIS,1
CODE:53b0,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:53c3,EXTMEM:8b2d,READ,ANALYSIS,1
CODE:53c6,EXTMEM:8b2e,READ,ANALYSIS,1
CODE:53cc,CODE:4170,UNCONDITIONAL_CALL,DEFAULT,1
CODE:53d1,EXTMEM:8b2e,WRITE,ANALYSIS,1
CODE:53d7,EXTMEM:8b2d,WRITE,ANALYSIS,1
CODE:53df,CODE:420f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:53e4,BITS:39,READ,DEFAULT,1
CODE:53e4,CODE:53f1,CONDITIONAL_JUMP,DEFAULT,1
CODE:53ea,EXTMEM:8b2d,READ,ANALYSIS,1
CODE:53ed,EXTMEM:8b2e,READ,ANALYSIS,1
CODE:53ef,CODE:5400,UNCONDITIONAL_CALL,DEFAULT,1
CODE:53f4,EXTMEM:8b2d,READ,ANALYSIS,1
CODE:53f7,EXTMEM:8b2e,READ,ANALYSIS,1
CODE:58c6,INTMEM:06,READ,DEFAULT,1
CODE:58c9,CODE:3d18,UNCONDITIONAL_CALL,DEFAULT,1
CODE:58d4,CODE:3c0d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:58da,CODE:444a,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a917,EXTMEM:8adf,WRITE,ANALYSIS,1
CODE:a918,BITS:1a,WRITE,DEFAULT,1
CODE:a91a,BITS:1b,WRITE,DEFAULT,1
CODE:a91c,BITS:1c,WRITE,DEFAULT,1
CODE:a91e,BITS:1d,WRITE,DEFAULT,1
CODE:a923,EXTMEM:8108,READ,ANALYSIS,1
CODE:a926,EXTMEM:8109,READ,ANALYSIS,1
CODE:a92b,CODE:a930,CONDITIONAL_JUMP,DEFAULT,1
CODE:a92d,CODE:aab4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a930,BITS:30,READ,DEFAULT,1
CODE:a930,CODE:a939,CONDITIONAL_JUMP,DEFAULT,1
CODE:a933,BITS:2c,READ,DEFAULT,1
CODE:a933,CODE:a939,CONDITIONAL_JUMP,DEFAULT,1
CODE:a936,CODE:aab4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a939,BITS:01,READ,DEFAULT,1
CODE:a939,CODE:a93f,CONDITIONAL_JUMP,DEFAULT,1
CODE:a93c,CODE:aab4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a93f,BITS:03,READ,DEFAULT,1
CODE:a93f,CODE:a945,CONDITIONAL_JUMP,DEFAULT,1
CODE:a942,CODE:aab4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a945,BITS:04,READ,DEFAULT,1
CODE:a945,CODE:a94b,CONDITIONAL_JUMP,DEFAULT,1
CODE:a948,CODE:aab4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a950,EXTMEM:8adf,WRITE,ANALYSIS,1
CODE:a955,CODE:a95a,CONDITIONAL_JUMP,DEFAULT,1
CODE:a957,CODE:aa00,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a963,EXTMEM:8044,READ,ANALYSIS,1
CODE:a966,EXTMEM:8045,READ,ANALYSIS,1
CODE:a969,EXTMEM:8046,READ,ANALYSIS,1
CODE:a96c,EXTMEM:8047,READ,ANALYSIS,1
CODE:a96e,CODE:3c0d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a971,INTMEM:04,READ,DEFAULT,1
CODE:a973,INTMEM:05,READ,DEFAULT,1
CODE:a975,INTMEM:06,READ,DEFAULT,1
CODE:a977,INTMEM:07,READ,DEFAULT,1
CODE:a981,CODE:3a0f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a987,EXTMEM:8038,READ,ANALYSIS,1
CODE:a98a,EXTMEM:8039,READ,ANALYSIS,1
CODE:a98d,EXTMEM:803a,READ,ANALYSIS,1
CODE:a990,EXTMEM:803b,READ,ANALYSIS,1
CODE:a992,CODE:3b04,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a998,EXTMEM:80c9,READ,ANALYSIS,1
CODE:a99b,EXTMEM:80ca,READ,ANALYSIS,1
CODE:a99e,EXTMEM:80cb,READ,ANALYSIS,1
CODE:a9a1,EXTMEM:80cc,READ,ANALYSIS,1
CODE:a9a3,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a9a6,CODE:a9f2,CONDITIONAL_JUMP,DEFAULT,1
CODE:a9b3,EXTMEM:8040,READ,ANALYSIS,1
CODE:a9b6,EXTMEM:8041,READ,ANALYSIS,1
CODE:a9b9,EXTMEM:8042,READ,ANALYSIS,1
CODE:a9bc,EXTMEM:8043,READ,ANALYSIS,1
CODE:a9be,CODE:3c0d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a9c9,CODE:3a13,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a9cf,EXTMEM:8038,READ,ANALYSIS,1
CODE:a9d2,EXTMEM:8039,READ,ANALYSIS,1
CODE:a9d5,EXTMEM:803a,READ,ANALYSIS,1
CODE:a9d8,EXTMEM:803b,READ,ANALYSIS,1
CODE:a9da,CODE:3b04,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a9e0,EXTMEM:80c9,READ,ANALYSIS,1
CODE:a9e3,EXTMEM:80ca,READ,ANALYSIS,1
CODE:a9e6,EXTMEM:80cb,READ,ANALYSIS,1
CODE:a9e9,EXTMEM:80cc,READ,ANALYSIS,1
CODE:a9eb,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a9ee,CODE:a9f9,CONDITIONAL_JUMP,DEFAULT,1
CODE:a9f0,CODE:a9f9,CONDITIONAL_JUMP,DEFAULT,1
CODE:a9f2,BITS:1b,WRITE,DEFAULT,1
CODE:a9f4,BITS:1a,WRITE,DEFAULT,1
CODE:a9f6,CODE:aab4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:a9f9,BITS:1a,WRITE,DEFAULT,1
CODE:a9fb,BITS:1b,WRITE,DEFAULT,1
CODE:a9fd,CODE:aab4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aa0b,EXTMEM:8044,READ,ANALYSIS,1
CODE:aa0e,EXTMEM:8045,READ,ANALYSIS,1
CODE:aa11,EXTMEM:8046,READ,ANALYSIS,1
CODE:aa14,EXTMEM:8047,READ,ANALYSIS,1
CODE:aa16,CODE:3c0d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aa19,INTMEM:04,READ,DEFAULT,1
CODE:aa1b,INTMEM:05,READ,DEFAULT,1
CODE:aa1d,INTMEM:06,READ,DEFAULT,1
CODE:aa1f,INTMEM:07,READ,DEFAULT,1
CODE:aa29,CODE:3a0f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aa2f,EXTMEM:8038,READ,ANALYSIS,1
CODE:aa32,EXTMEM:8039,READ,ANALYSIS,1
CODE:aa35,EXTMEM:803a,READ,ANALYSIS,1
CODE:aa38,EXTMEM:803b,READ,ANALYSIS,1
CODE:aa3a,CODE:3b04,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aa40,EXTMEM:80c9,READ,ANALYSIS,1
CODE:aa43,EXTMEM:80ca,READ,ANALYSIS,1
CODE:aa46,EXTMEM:80cb,READ,ANALYSIS,1
CODE:aa49,EXTMEM:80cc,READ,ANALYSIS,1
CODE:aa4b,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aa4e,CODE:aa5b,CONDITIONAL_JUMP,DEFAULT,1
CODE:aa50,BITS:1b,WRITE,DEFAULT,1
CODE:aa52,BITS:1a,WRITE,DEFAULT,1
CODE:aa58,EXTMEM:8691,WRITE,ANALYSIS,1
CODE:aa59,CODE:aab4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aa66,EXTMEM:8040,READ,ANALYSIS,1
CODE:aa69,EXTMEM:8041,READ,ANALYSIS,1
CODE:aa6c,EXTMEM:8042,READ,ANALYSIS,1
CODE:aa6f,EXTMEM:8043,READ,ANALYSIS,1
CODE:aa71,CODE:3c0d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aa7c,CODE:3a13,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aa82,EXTMEM:8038,READ,ANALYSIS,1
CODE:aa85,EXTMEM:8039,READ,ANALYSIS,1
CODE:aa88,EXTMEM:803a,READ,ANALYSIS,1
CODE:aa8b,EXTMEM:803b,READ,ANALYSIS,1
CODE:aa8d,CODE:3b04,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aa93,EXTMEM:80c9,READ,ANALYSIS,1
CODE:aa96,EXTMEM:80ca,READ,ANALYSIS,1
CODE:aa99,EXTMEM:80cb,READ,ANALYSIS,1
CODE:aa9c,EXTMEM:80cc,READ,ANALYSIS,1
CODE:aa9e,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aaa1,CODE:aab0,CONDITIONAL_JUMP,DEFAULT,1
CODE:aaa3,CODE:aab0,CONDITIONAL_JUMP,DEFAULT,1
CODE:aaa5,CODE:1f46,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aaad,EXTMEM:8691,WRITE,ANALYSIS,1
CODE:aaae,CODE:aab4,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aab0,BITS:1a,WRITE,DEFAULT,1
CODE:aab2,BITS:1b,WRITE,DEFAULT,1
CODE:aab7,EXTMEM:8108,READ,ANALYSIS,1
CODE:aaba,EXTMEM:8109,READ,ANALYSIS,1
CODE:aabf,CODE:aad3,CONDITIONAL_JUMP,DEFAULT,1
CODE:aac5,CODE:aaca,CONDITIONAL_JUMP,DEFAULT,1
CODE:aac7,CODE:ad7d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aaca,BITS:30,READ,DEFAULT,1
CODE:aaca,CODE:aad3,CONDITIONAL_JUMP,DEFAULT,1
CODE:aacd,BITS:2c,READ,DEFAULT,1
CODE:aacd,CODE:aad3,CONDITIONAL_JUMP,DEFAULT,1
CODE:aad0,CODE:ad7d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aad3,BITS:1b,READ,DEFAULT,1
CODE:aad3,CODE:aadf,CONDITIONAL_JUMP,DEFAULT,1
CODE:aad6,BITS:05,READ,DEFAULT,1
CODE:aad6,CODE:aadf,CONDITIONAL_JUMP,DEFAULT,1
CODE:aad9,BITS:00,READ,DEFAULT,1
CODE:aad9,CODE:aadf,CONDITIONAL_JUMP,DEFAULT,1
CODE:aadc,BITS:01,READ,DEFAULT,1
CODE:aadc,CODE:aafb,CONDITIONAL_JUMP,DEFAULT,1
CODE:aadf,BITS:1b,READ,DEFAULT,1
CODE:aadf,CODE:aae5,CONDITIONAL_JUMP,DEFAULT,1
CODE:aae2,CODE:ad7d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aae8,EXTMEM:8036,READ,ANALYSIS,1
CODE:aaeb,EXTMEM:8037,READ,ANALYSIS,1
CODE:aaf0,CODE:aafb,CONDITIONAL_JUMP,DEFAULT,1
CODE:aaf6,CODE:aafb,CONDITIONAL_JUMP,DEFAULT,1
CODE:aaf8,CODE:ad7d,UNCONDITIONAL_CALL,DEFAULT,1
CODE:aafe,EXTMEM:8036,READ,ANALYSIS,1
CODE:aaff,CODE:ab05,CONDITIONAL_JUMP,DEFAULT,1
CODE:ab02,EXTMEM:8037,READ,ANALYSIS,1
CODE:ab05,CODE:ab0a,CONDITIONAL_JUMP,DEFAULT,1
CODE:ab07,CODE:abd9,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ab12,EXTMEM:8048,READ,ANALYSIS,1
CODE:ab15,EXTMEM:8049,READ,ANALYSIS,1
CODE:ab18,EXTMEM:804a,READ,ANALYSIS,1
CODE:ab1b,EXTMEM:804b,READ,ANALYSIS,1
CODE:ab1d,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ab20,CODE:ab58,CONDITIONAL_JUMP,DEFAULT,1
CODE:ab2d,EXTMEM:8048,READ,ANALYSIS,1
CODE:ab30,EXTMEM:8049,READ,ANALYSIS,1
CODE:ab33,EXTMEM:804a,READ,ANALYSIS,1
CODE:ab36,EXTMEM:804b,READ,ANALYSIS,1
CODE:ab38,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ab3b,CODE:ab64,CONDITIONAL_JUMP,DEFAULT,1
CODE:ab48,EXTMEM:8038,READ,ANALYSIS,1
CODE:ab4b,EXTMEM:8039,READ,ANALYSIS,1
CODE:ab4e,EXTMEM:803a,READ,ANALYSIS,1
CODE:ab51,EXTMEM:803b,READ,ANALYSIS,1
CODE:ab53,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ab56,CODE:ab64,CONDITIONAL_JUMP,DEFAULT,1
CODE:ab5c,EXTMEM:8ae0,WRITE,ANALYSIS,1
CODE:ab60,EXTMEM:8ae1,WRITE,ANALYSIS,1
CODE:ab61,CODE:ac5e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ab6f,EXTMEM:8048,READ,ANALYSIS,1
CODE:ab72,EXTMEM:8049,READ,ANALYSIS,1
CODE:ab75,EXTMEM:804a,READ,ANALYSIS,1
CODE:ab78,EXTMEM:804b,READ,ANALYSIS,1
CODE:ab7a,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ab7d,CODE:aba6,CONDITIONAL_JUMP,DEFAULT,1
CODE:ab8a,EXTMEM:8038,READ,ANALYSIS,1
CODE:ab8d,EXTMEM:8039,READ,ANALYSIS,1
CODE:ab90,EXTMEM:803a,READ,ANALYSIS,1
CODE:ab93,EXTMEM:803b,READ,ANALYSIS,1
CODE:ab95,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ab98,CODE:aba6,CONDITIONAL_JUMP,DEFAULT,1
CODE:ab9e,EXTMEM:8ae0,WRITE,ANALYSIS,1
CODE:aba2,EXTMEM:8ae1,WRITE,ANALYSIS,1
CODE:aba3,CODE:ac5e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:abb1,EXTMEM:8038,READ,ANALYSIS,1
CODE:abb4,EXTMEM:8039,READ,ANALYSIS,1
CODE:abb7,EXTMEM:803a,READ,ANALYSIS,1
CODE:abba,EXTMEM:803b,READ,ANALYSIS,1
CODE:abbc,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:abbf,CODE:abcd,CONDITIONAL_JUMP,DEFAULT,1
CODE:abc5,EXTMEM:8ae0,WRITE,ANALYSIS,1
CODE:abc9,EXTMEM:8ae1,WRITE,ANALYSIS,1
CODE:abca,CODE:ac5e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:abd1,EXTMEM:8ae0,WRITE,ANALYSIS,1
CODE:abd5,EXTMEM:8ae1,WRITE,ANALYSIS,1
CODE:abd6,CODE:ac5e,UNCONDITIONAL_CALL,DEFAULT,1
CODE:abdc,EXTMEM:8036,READ,ANALYSIS,1
CODE:abdd,CODE:abe3,CONDITIONAL_JUMP,DEFAULT,1
CODE:abe0,EXTMEM:8037,READ,ANALYSIS,1
CODE:abe3,CODE:ac5e,CONDITIONAL_JUMP,DEFAULT,1
CODE:abee,EXTMEM:8048,READ,ANALYSIS,1
CODE:abf1,EXTMEM:8049,READ,ANALYSIS,1
CODE:abf4,EXTMEM:804a,READ,ANALYSIS,1
CODE:abf7,EXTMEM:804b,READ,ANALYSIS,1
CODE:abf9,CODE:3ca6,UNCONDITIONAL_CALL,DEFAULT,1
